AGENCY,AWARDIDIDV,BUREAU,CONTRACT_NUMBER,DATASOURCE,DATE,DESCR,FROM_ZIP_CODE,LONGDESCR,MANUFACTURER_NAME,MANUFACTURER_PART_NUMBER,PRICE,PSC,TO_ZIP_CODE,UNIT_OF_ISSUE,UNITS,VENDOR,EXTENDED_PRICE,PRODUCT_DESCRIPTION,QUANTITY,UNSPSC_CODE,ORDERING_PROCESS,PSC_DESCRIPTION,DUNS_NUMBER
DEPARTMENT OF AGRICULTURE,NGAKXF3566N,FARM SERVICE AGENCY,GS-02F-XA001,OS2,2/19/2013,"AbilityOne # 7530-01-539-9831 PAPER,COPY,8.5X11,WE","OTHER, UNDEFINED","AbilityOne # 7530-01-539-9831 PAPER,COPY,8.5X11,WE",NIB,7.53002E+12,52.81,7530,"OTHER, UNDEFINED",BX,2,"CAPITOL SUPPLY, INC.",105.62,STATIONERY AND RECORD FORMS,2,14111507,GSA ADVANTAGE!,STATIONERY AND RECORD FORMS,131781643
DEPARTMENT OF AGRICULTURE,NGAKXF3603N,RURAL HOUSING SERVICE,GS-02F-XA001,OS2,2/19/2013,"AbilityOne # 7530-00-223-7939 7530 NOTEBOOK,STENO","OTHER, UNDEFINED","AbilityOne # 7530-00-223-7939 7530 NOTEBOOK,STENO",NIB,7.53E+12,20.91,7530,"OTHER, UNDEFINED",PK,6,"CAPITOL SUPPLY, INC.",125.46,STATIONERY AND RECORD FORMS,6,14111514,GSA ADVANTAGE!,STATIONERY AND RECORD FORMS,131781643
DEPARTMENT OF AGRICULTURE,NGAKXF3603N,RURAL HOUSING SERVICE,GS-02F-XA001,OS2,2/19/2013,AbilityOne NSN# 7510-01-504-8940 INDUSTRIES F/T BLIND # 7510-01-504-8940 - 1 PG,"OTHER, UNDEFINED",AbilityOne NSN# 7510-01-504-8940 INDUSTRIES F/T BLIND # 7510-01-504-8940 - 1 PG,NIB,7.51002E+12,7.78,7510,"OTHER, UNDEFINED",PK,6,"CAPITOL SUPPLY, INC.",46.68,OFFICE SUPPLIES,6,44121801,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXF3603N,RURAL HOUSING SERVICE,GS-02F-XA001,OS2,2/19/2013,AbilityOne NSN# 7510-01-578-3516 ALPHAPOINT ASSOCIATION F/T BLIND # 157521 - 1,"OTHER, UNDEFINED",AbilityOne NSN# 7510-01-578-3516 ALPHAPOINT ASSOCIATION F/T BLIND # 157521 - 1,NIB,7.51002E+12,1.11,7510,"OTHER, UNDEFINED",PK,12,"CAPITOL SUPPLY, INC.",13.32,OFFICE SUPPLIES,12,14121600,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXF3603N,RURAL HOUSING SERVICE,GS-02F-XA001,OS2,2/19/2013,"AbilityOne NSN# 7530-01-060-7511 ABVI GOODWILL # 108964 - 1 DZ by UPS/FedExGd,","OTHER, UNDEFINED","AbilityOne NSN# 7530-01-060-7511 ABVI GOODWILL # 108964 - 1 DZ by UPS/FedExGd,",NIB,7.53001E+12,9.38,7530,"OTHER, UNDEFINED",DZ,2,"CAPITOL SUPPLY, INC.",18.76,STATIONERY AND RECORD FORMS,2,44121500,GSA ADVANTAGE!,STATIONERY AND RECORD FORMS,131781643
DEPARTMENT OF AGRICULTURE,NGAKXF3603N,RURAL HOUSING SERVICE,GS-02F-XA001,OS2,2/19/2013,Label 1 x 2 3/4 White (continue),"OTHER, UNDEFINED",Label 1 x 2 3/4 White (continue),MACO,MM5351,14.78,7510,"OTHER, UNDEFINED",BX,5,"CAPITOL SUPPLY, INC.",73.9,OFFICE SUPPLIES,5,55121600,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXF3603N,RURAL HOUSING SERVICE,GS-02F-XA001,OS2,2/19/2013,"PORELON # 11203 - 1 EA , S211203 by UPS/FedExGd, Porelon - Replacement Ink Roll","OTHER, UNDEFINED","PORELON # 11203 - 1 EA , S211203 by UPS/FedExGd, Porelon - Replacement Ink Roll",PORELON,11203,1.14,7510,"OTHER, UNDEFINED",EA,3,"CAPITOL SUPPLY, INC.",3.42,OFFICE SUPPLIES,3,44103112,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXF3653N,FOREST SERVICE,GS-02F-XA001,OS2,2/19/2013,"TONER,PHASER 7500,MAGEN (continue)","OTHER, UNDEFINED","TONER,PHASER 7500,MAGEN (continue)",XEROX,XER106R01434,286.98,7510,"OTHER, UNDEFINED",EA,2,"CAPITOL SUPPLY, INC.",573.96,OFFICE SUPPLIES,2,44103103,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXF4146N,DEPARTMENT OF AGRICULTURE,GS-02F-XA001,OS2,2/20/2013,"AEAROEAR # 3083 - 1 EA , SAF3083 by UPS/FedExGd, Safco 50 Compartments Mobile R","OTHER, UNDEFINED","AEAROEAR # 3083 - 1 EA , SAF3083 by UPS/FedExGd, Safco 50 Compartments Mobile R",AEAROEAR,SAF3083,262.41,7510,"OTHER, UNDEFINED",EA,3,"CAPITOL SUPPLY, INC.",787.23,OFFICE SUPPLIES,3,56101708,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXF4236N,FARM SERVICE AGENCY - COUNTY,GS-02F-XA001,OS2,2/20/2013,"KATUN # 39395 - 1 BX OF ( 2 EA) , KAT39395 by UPS/FedExGd, Katun Solid Ink Stic","OTHER, UNDEFINED","KATUN # 39395 - 1 BX OF ( 2 EA) , KAT39395 by UPS/FedExGd, Katun Solid Ink Stic",KATUN,KAT39395,90.36,7510,"OTHER, UNDEFINED",BX,1,"CAPITOL SUPPLY, INC.",90.36,OFFICE SUPPLIES,1,44103106,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXF4236N,FARM SERVICE AGENCY - COUNTY,GS-02F-XA001,OS2,2/20/2013,"KATUN # 39397 - 1 BX OF ( 2 EA) , KAT39397 by UPS/FedExGd, Katun Solid Ink Stic","OTHER, UNDEFINED","KATUN # 39397 - 1 BX OF ( 2 EA) , KAT39397 by UPS/FedExGd, Katun Solid Ink Stic",KATUN,KAT39397,90.36,7510,"OTHER, UNDEFINED",BX,1,"CAPITOL SUPPLY, INC.",90.36,OFFICE SUPPLIES,1,44103106,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXF4236N,FARM SERVICE AGENCY - COUNTY,GS-02F-XA001,OS2,2/20/2013,"KATUN # 39399 - 1 BX OF ( 2 EA) , KAT39399 by UPS/FedExGd, Katun Solid Ink Stic","OTHER, UNDEFINED","KATUN # 39399 - 1 BX OF ( 2 EA) , KAT39399 by UPS/FedExGd, Katun Solid Ink Stic",KATUN,KAT39399,90.36,7510,"OTHER, UNDEFINED",BX,1,"CAPITOL SUPPLY, INC.",90.36,OFFICE SUPPLIES,1,44103106,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXF4236N,FARM SERVICE AGENCY - COUNTY,GS-02F-XA001,OS2,2/20/2013,"KATUN # 39401 - 1 BX OF ( 2 EA) , KAT39401 by UPS/FedExGd, Katun Solid Ink Stic","OTHER, UNDEFINED","KATUN # 39401 - 1 BX OF ( 2 EA) , KAT39401 by UPS/FedExGd, Katun Solid Ink Stic",KATUN,KAT39401,65.04,7510,"OTHER, UNDEFINED",BX,1,"CAPITOL SUPPLY, INC.",65.04,OFFICE SUPPLIES,1,44103106,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXF4311N,FARM SERVICE AGENCY - COUNTY,GS-02F-XA001,OS2,2/20/2013,"KATUN # 39395 - 1 BX OF ( 2 EA) , KAT39395 by UPS/FedExGd, Katun Solid Ink Stic","OTHER, UNDEFINED","KATUN # 39395 - 1 BX OF ( 2 EA) , KAT39395 by UPS/FedExGd, Katun Solid Ink Stic",KATUN,KAT39395,90.36,7510,"OTHER, UNDEFINED",BX,1,"CAPITOL SUPPLY, INC.",90.36,OFFICE SUPPLIES,1,44103106,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXF4311N,FARM SERVICE AGENCY - COUNTY,GS-02F-XA001,OS2,2/20/2013,"KATUN # 39399 - 1 BX OF ( 2 EA) , KAT39399 by UPS/FedExGd, Katun Solid Ink Stic","OTHER, UNDEFINED","KATUN # 39399 - 1 BX OF ( 2 EA) , KAT39399 by UPS/FedExGd, Katun Solid Ink Stic",KATUN,KAT39399,90.36,7510,"OTHER, UNDEFINED",BX,1,"CAPITOL SUPPLY, INC.",90.36,OFFICE SUPPLIES,1,44103106,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXF4311N,FARM SERVICE AGENCY - COUNTY,GS-02F-XA001,OS2,2/20/2013,"KATUN # 39401 - 1 BX OF ( 2 EA) , KAT39401 by UPS/FedExGd, Katun Solid Ink Stic","OTHER, UNDEFINED","KATUN # 39401 - 1 BX OF ( 2 EA) , KAT39401 by UPS/FedExGd, Katun Solid Ink Stic",KATUN,KAT39401,65.04,7510,"OTHER, UNDEFINED",BX,1,"CAPITOL SUPPLY, INC.",65.04,OFFICE SUPPLIES,1,44103106,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXF4556N,NATURAL RESOURCES CONSERVATION SERVICE,GS-02F-XA001,OS2,2/20/2013,"HP # C9348FN#140 - 1 PK , S1C9348FN#140 by UPS/FedExGd, HP - Inkjet Cartridge -","OTHER, UNDEFINED","HP # C9348FN#140 - 1 PK , S1C9348FN#140 by UPS/FedExGd, HP - Inkjet Cartridge -",HP,HEWC9348FN140,61.83,7510,"OTHER, UNDEFINED",PK,11,"CAPITOL SUPPLY, INC.",680.13,OFFICE SUPPLIES,11,44103105,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXF4962N,NATURAL RESOURCES CONSERVATION SERVICE,GS-02F-XA001,OS2,2/20/2013,"AMERICAN LOCK # A5201NR - 1 EA by UPS/FedExGd, REKEYABLE PADLOCK - NO RELEASE,","OTHER, UNDEFINED","AMERICAN LOCK # A5201NR - 1 EA by UPS/FedExGd, REKEYABLE PADLOCK - NO RELEASE,",AMERICAN LOCK,A5201NR,13.44,7510,"OTHER, UNDEFINED",EA,2,"CAPITOL SUPPLY, INC.",26.88,OFFICE SUPPLIES,2,46171501,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXF4962N,NATURAL RESOURCES CONSERVATION SERVICE,GS-02F-XA001,OS2,2/20/2013,"LORELL # 68925 - 1 EA , LLR68925 by UPS/FedExGd, Lorell Letter/Legal Plastic Fi","OTHER, UNDEFINED","LORELL # 68925 - 1 EA , LLR68925 by UPS/FedExGd, Lorell Letter/Legal Plastic Fi",LORELL,LLR68925,15.04,7510,"OTHER, UNDEFINED",EA,1,"CAPITOL SUPPLY, INC.",15.04,OFFICE SUPPLIES,1,44111515,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXF4962N,NATURAL RESOURCES CONSERVATION SERVICE,GS-02F-XA001,OS2,2/20/2013,"OFFICEMAX # OM98875 - 1 EA , S1OM98875 by UPS/FedExGd, OfficeMax - Compatible T","OTHER, UNDEFINED","OFFICEMAX # OM98875 - 1 EA , S1OM98875 by UPS/FedExGd, OfficeMax - Compatible T",OFFICEMAX,OM98875,29.13,7510,"OTHER, UNDEFINED",EA,1,"CAPITOL SUPPLY, INC.",29.13,OFFICE SUPPLIES,1,0,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXF4962N,NATURAL RESOURCES CONSERVATION SERVICE,GS-02F-XA001,OS2,2/20/2013,"PILOT # 31031 - 1 PK OF ( 2 EA) , PIL31031 by UPS/FedExGd, Pilot G2 Retractable","OTHER, UNDEFINED","PILOT # 31031 - 1 PK OF ( 2 EA) , PIL31031 by UPS/FedExGd, Pilot G2 Retractable",PILOT,PIL31031,2.67,7510,"OTHER, UNDEFINED",PK,5,"CAPITOL SUPPLY, INC.",13.35,OFFICE SUPPLIES,5,44121701,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXF4962N,NATURAL RESOURCES CONSERVATION SERVICE,GS-02F-XA001,OS2,2/20/2013,"REDI-TAG # 81054 - 1 PK , RTG81054 by UPS/FedExGd, Redi-Tag Sign Here Reversibl","OTHER, UNDEFINED","REDI-TAG # 81054 - 1 PK , RTG81054 by UPS/FedExGd, Redi-Tag Sign Here Reversibl",REDI-TAG,RTG81054,3.75,7510,"OTHER, UNDEFINED",PK,1,"CAPITOL SUPPLY, INC.",3.75,OFFICE SUPPLIES,1,55121616,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXF4962N,NATURAL RESOURCES CONSERVATION SERVICE,GS-02F-XA001,OS2,2/20/2013,"ROARNG # 74712 - 1 DZ , ROA74712 by UPS/FedExGd, Recycled Legal Pad, 8 1/2 x 11","OTHER, UNDEFINED","ROARNG # 74712 - 1 DZ , ROA74712 by UPS/FedExGd, Recycled Legal Pad, 8 1/2 x 11",ROARNG,ROA74712,22.04,7510,"OTHER, UNDEFINED",DZ,1,"CAPITOL SUPPLY, INC.",22.04,OFFICE SUPPLIES,1,14111514,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXF5349N,DEPARTMENT OF AGRICULTURE,GS-02F-XA001,OS2,2/20/2013,"INVERA # 46404 - 1 EA , IVR46404 by UPS/FedExGd, Protective Antiglare LCD Monit","OTHER, UNDEFINED","INVERA # 46404 - 1 EA , IVR46404 by UPS/FedExGd, Protective Antiglare LCD Monit",INVERA,IVR46404,50.83,7510,"OTHER, UNDEFINED",EA,1,"CAPITOL SUPPLY, INC.",50.83,OFFICE SUPPLIES,1,46181805,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXF6542N,DEPARTMENT OF AGRICULTURE,GS-02F-XA001,OS2,2/20/2013,"USSTMP # T5117 - 1 EA , USST5117 by UPS/FedExGd, Trodat Professional 12-Message","OTHER, UNDEFINED","USSTMP # T5117 - 1 EA , USST5117 by UPS/FedExGd, Trodat Professional 12-Message",USSTMP,USST5117,37.08,7510,"OTHER, UNDEFINED",EA,1,"CAPITOL SUPPLY, INC.",37.08,OFFICE SUPPLIES,1,44121604,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXF6723N,NATURAL RESOURCES CONSERVATION SERVICE,GS-02F-XA001,OS2,2/20/2013,"BOORUM & PEASE # 2051 - 1 BX OF ( 100 EA) , ESS2051 by UPS/FedExGd, Salmon Colo","OTHER, UNDEFINED","BOORUM & PEASE # 2051 - 1 BX OF ( 100 EA) , ESS2051 by UPS/FedExGd, Salmon Colo",BOORUM & PEASE,ESS2051,29.82,7510,"OTHER, UNDEFINED",BX,3,"CAPITOL SUPPLY, INC.",89.46,OFFICE SUPPLIES,3,44122011,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXF6723N,NATURAL RESOURCES CONSERVATION SERVICE,GS-02F-XA001,OS2,2/20/2013,"DYMO # 30384 - 1 RL OF ( 150 EA) , DYM30384 by UPS/FedExGd, Dymo Postage Labels","OTHER, UNDEFINED","DYMO # 30384 - 1 RL OF ( 150 EA) , DYM30384 by UPS/FedExGd, Dymo Postage Labels",DYMO,DYM30384,17.65,7510,"OTHER, UNDEFINED",RL,12,"CAPITOL SUPPLY, INC.",211.8,OFFICE SUPPLIES,12,14111537,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXF6852N,FOREST SERVICE,GS-02F-XA001,OS2,2/20/2013,"BORDEN # 730300 - 1 CT OF ( 25 EA) , EPI730300 by UPS/FedExGd, Elmer's Single P","OTHER, UNDEFINED","BORDEN # 730300 - 1 CT OF ( 25 EA) , EPI730300 by UPS/FedExGd, Elmer's Single P",BORDEN,EPI730300,71.56,7510,"OTHER, UNDEFINED",CT,3,"CAPITOL SUPPLY, INC.",214.68,OFFICE SUPPLIES,3,14111607,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXF7351N,NATURAL RESOURCES CONSERVATION SERVICE,GS-02F-XA001,OS2,2/20/2013,AbilityOne # 7520-00-281-5918 7520 CLIPBOARD,"OTHER, UNDEFINED",AbilityOne # 7520-00-281-5918 7520 CLIPBOARD,NIB,7.52E+12,2.06,7520,"OTHER, UNDEFINED",EA,2,"CAPITOL SUPPLY, INC.",4.12,OFFICE DEVICES AND ACCESSORIES,2,44122012,GSA ADVANTAGE!,OFFICE DEVICES AND ACCESSORIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXF7351N,NATURAL RESOURCES CONSERVATION SERVICE,GS-02F-XA001,OS2,2/20/2013,AbilityOne NSN# 7530-00-239-9747 LOUISIANA ASSOC FOR THE BLIND # 109028 - 1 BX,"OTHER, UNDEFINED",AbilityOne NSN# 7530-00-239-9747 LOUISIANA ASSOC FOR THE BLIND # 109028 - 1 BX,NIB,7.53E+12,79.98,7530,"OTHER, UNDEFINED",BX,1,"CAPITOL SUPPLY, INC.",79.98,STATIONERY AND RECORD FORMS,1,14111507,GSA ADVANTAGE!,STATIONERY AND RECORD FORMS,131781643
DEPARTMENT OF AGRICULTURE,NGAKXF7584N,FOREST SERVICE,GS-02F-XA001,OS2,2/20/2013,"HEWLETT PACKARD # CH644A - 1 EA , HEWCH644A by UPS/FedExGd, HP No. 771 Maintena","OTHER, UNDEFINED","HEWLETT PACKARD # CH644A - 1 EA , HEWCH644A by UPS/FedExGd, HP No. 771 Maintena",HEWLETT PACKARD,HEWCH644A,63.26,7510,"OTHER, UNDEFINED",EA,1,"CAPITOL SUPPLY, INC.",63.26,OFFICE SUPPLIES,1,44103105,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXF8536N,DEPARTMENT OF AGRICULTURE,GS-02F-XA001,OS2,2/21/2013,Cmpt LJ Black Toner C9720A (continue),"OTHER, UNDEFINED",Cmpt LJ Black Toner C9720A (continue),COMPATIBLES - 500 SERIES,500C9720A,77.89,7510,"OTHER, UNDEFINED",CT,1,"CAPITOL SUPPLY, INC.",77.89,OFFICE SUPPLIES,1,44103103,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXF8536N,DEPARTMENT OF AGRICULTURE,GS-02F-XA001,OS2,2/21/2013,"TONERC # AOX5332 - 1 EA , KNMAOX5332 by UPS/FedExGd, AOX5332 Toner, 4600 Page-Y","OTHER, UNDEFINED","TONERC # AOX5332 - 1 EA , KNMAOX5332 by UPS/FedExGd, AOX5332 Toner, 4600 Page-Y",TONERC,KNMAOX5332,43.18,7510,"OTHER, UNDEFINED",EA,1,"CAPITOL SUPPLY, INC.",43.18,OFFICE SUPPLIES,1,44103103,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXF9149N,ANIMAL AND PLANT HEALTH INSPECTION SERVICE (DHS CODE 7053),GS-02F-XA001,OS2,2/21/2013,"AbilityOne NSN# 7510-01-545-3742 UNICOR # 166113 - 1 PK by UPS/FedExGd, Ability","OTHER, UNDEFINED","AbilityOne NSN# 7510-01-545-3742 UNICOR # 166113 - 1 PK by UPS/FedExGd, Ability",NIB,7.51002E+12,5.7,7510,"OTHER, UNDEFINED",PK,1,"CAPITOL SUPPLY, INC.",5.7,OFFICE SUPPLIES,1,44121500,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXF9149N,ANIMAL AND PLANT HEALTH INSPECTION SERVICE (DHS CODE 7053),GS-02F-XA001,OS2,2/21/2013,"SCOTCH # 810-2592-1 - 1 PK , A8810-2592-1 by UPS/FedExGd, Scotch - 810 Magic Bo","OTHER, UNDEFINED","SCOTCH # 810-2592-1 - 1 PK , A8810-2592-1 by UPS/FedExGd, Scotch - 810 Magic Bo",SCOTCH,81025921,70.8,7510,"OTHER, UNDEFINED",PK,1,"CAPITOL SUPPLY, INC.",70.8,OFFICE SUPPLIES,1,31201500,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXF9922N,NATURAL RESOURCES CONSERVATION SERVICE,GS-02F-XA001,OS2,2/21/2013,"TONER, HP LASERJET P3005/M3035 MFP (continue)","OTHER, UNDEFINED","TONER, HP LASERJET P3005/M3035 MFP (continue)",HP,HEWQ7551A,102.22,7510,"OTHER, UNDEFINED",EA,1,"CAPITOL SUPPLY, INC.",102.22,OFFICE SUPPLIES,1,44103103,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXG0549N,FOREST SERVICE,GS-02F-XA001,OS2,2/21/2013,"AbilityOne # 7530-01-539-9831 PAPER,COPY,8.5X11,WE","OTHER, UNDEFINED","AbilityOne # 7530-01-539-9831 PAPER,COPY,8.5X11,WE",NIB,7.53002E+12,52.81,7530,"OTHER, UNDEFINED",BX,10,"CAPITOL SUPPLY, INC.",528.1,STATIONERY AND RECORD FORMS,10,14111507,GSA ADVANTAGE!,STATIONERY AND RECORD FORMS,131781643
DEPARTMENT OF AGRICULTURE,NGAKXG1247N,FOREST SERVICE,GS-02F-XA001,OS2,2/21/2013,"HP # CB322WN#140 - 1 EA , S1CB322WN#140 by UPS/FedExGd, HP - Genuine HP Inkjet","OTHER, UNDEFINED","HP # CB322WN#140 - 1 EA , S1CB322WN#140 by UPS/FedExGd, HP - Genuine HP Inkjet",HP,CB322WN140,17.21,7510,"OTHER, UNDEFINED",EA,2,"CAPITOL SUPPLY, INC.",34.42,OFFICE SUPPLIES,2,44103105,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXG1247N,FOREST SERVICE,GS-02F-XA001,OS2,2/21/2013,"HP # CB323WN#140 - 1 EA , S1CB323WN#140 by UPS/FedExGd, HP - Genuine HP Inkjet","OTHER, UNDEFINED","HP # CB323WN#140 - 1 EA , S1CB323WN#140 by UPS/FedExGd, HP - Genuine HP Inkjet",HP,CB323WN140,17.21,7510,"OTHER, UNDEFINED",EA,2,"CAPITOL SUPPLY, INC.",34.42,OFFICE SUPPLIES,2,44103105,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXG1247N,FOREST SERVICE,GS-02F-XA001,OS2,2/21/2013,"HP # CB324WN#140 - 1 EA , S1CB324WN#140 by UPS/FedExGd, HP - Genuine HP Inkjet","OTHER, UNDEFINED","HP # CB324WN#140 - 1 EA , S1CB324WN#140 by UPS/FedExGd, HP - Genuine HP Inkjet",HP,CB324WN140,17.21,7510,"OTHER, UNDEFINED",EA,2,"CAPITOL SUPPLY, INC.",34.42,OFFICE SUPPLIES,2,44103105,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXG1402N,FARM SERVICE AGENCY - COUNTY,GS-02F-XA001,OS2,2/21/2013,"PAPER MATE # 8450152 - 1 DZ , N28450152 by UPS/FedExGd, Paper Mate - Flair Poin","OTHER, UNDEFINED","PAPER MATE # 8450152 - 1 DZ , N28450152 by UPS/FedExGd, Paper Mate - Flair Poin",PAPER MATE,8450152,12.44,7510,"OTHER, UNDEFINED",DZ,2,"CAPITOL SUPPLY, INC.",24.88,OFFICE SUPPLIES,2,0,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXG1402N,FARM SERVICE AGENCY - COUNTY,GS-02F-XA001,OS2,2/21/2013,"QUALITY PARK # 38197 - 1 BX , P238197 , QUA38197 by UPS/FedExGd, Clasp Envelope","OTHER, UNDEFINED","QUALITY PARK # 38197 - 1 BX , P238197 , QUA38197 by UPS/FedExGd, Clasp Envelope",QUALITY PARK,QUA38197,14.47,7510,"OTHER, UNDEFINED",BX,2,"CAPITOL SUPPLY, INC.",28.94,OFFICE SUPPLIES,2,44121507,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXG2617N,FOREST SERVICE,GS-02F-XA001,OS2,2/22/2013,"KOALA KARE PRODUCTS # KB101-00 - 1 CASE by UPS/FedExGd, C-VERTICAL BABY CHANGIN","OTHER, UNDEFINED","KOALA KARE PRODUCTS # KB101-00 - 1 CASE by UPS/FedExGd, C-VERTICAL BABY CHANGIN",KOALA KARE PRODUCTS,KKPKB10100,228.77,7510,"OTHER, UNDEFINED",CA,1,"CAPITOL SUPPLY, INC.",228.77,OFFICE SUPPLIES,1,43211804,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXG2926N,DEPARTMENT OF AGRICULTURE,GS-02F-XA001,OS2,2/22/2013,HP No. 940XL Magenta Ink Cartridge - Inkjet - 1400 Page - Magenta,"OTHER, UNDEFINED",HP No. 940XL Magenta Ink Cartridge - Inkjet - 1400 Page - Magenta,HEWLETT PACKARD,HEWC4908AN140,25.24,7510,"OTHER, UNDEFINED",EA,2,"CAPITOL SUPPLY, INC.",50.48,OFFICE SUPPLIES,2,44103105,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXG2926N,DEPARTMENT OF AGRICULTURE,GS-02F-XA001,OS2,2/22/2013,HP No. 940XL Yellow Ink Cartridge - Inkjet - 1400 Page - Yellow,"OTHER, UNDEFINED",HP No. 940XL Yellow Ink Cartridge - Inkjet - 1400 Page - Yellow,HEWLETT PACKARD,HEWC4909AN140,25.12,7510,"OTHER, UNDEFINED",EA,2,"CAPITOL SUPPLY, INC.",50.24,OFFICE SUPPLIES,2,44103105,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXG3131N,DEPARTMENT OF AGRICULTURE,GS-02F-XA001,OS2,2/22/2013,"INVERA # 4909AN - 1 EA , IVR4909AN by UPS/FedExGd, 4909AN Compatible, Remanufac","OTHER, UNDEFINED","INVERA # 4909AN - 1 EA , IVR4909AN by UPS/FedExGd, 4909AN Compatible, Remanufac",INVERA,IVR4909AN,18.9,7510,"OTHER, UNDEFINED",EA,2,"CAPITOL SUPPLY, INC.",37.8,OFFICE SUPPLIES,2,44103105,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
DEPARTMENT OF AGRICULTURE,NGAKXG3448N,FOREST SERVICE,GS-02F-XA001,OS2,2/22/2013,"BOISE # 054901JR - 1 CT , P1054901JR by UPS/FedExGd, Boise - Aspen 30 Recycled","OTHER, UNDEFINED","BOISE # 054901JR - 1 CT , P1054901JR by UPS/FedExGd, Boise - Aspen 30 Recycled",BOISE,054901JR,22.81,7510,"OTHER, UNDEFINED",CT,6,"CAPITOL SUPPLY, INC.",136.86,OFFICE SUPPLIES,6,14111507,GSA ADVANTAGE!,OFFICE SUPPLIES,131781643
